name,year,max_wind,min_pressure,avg_tropicalstorm_diameter,avg_hurricane_diameter,max_tropicalstorm_diameter,max_hurricane_diameter,start_time,end_time,observations,duration_days
               Bill,2021,55,992.0,50.0,0.0,100.0,0.0,2021-06-13 18:00:00,2021-06-16 00:00:00,10,2.25
               Bret,2005,35,1005.0,28.333333333333332,0.0,60.0,0.0,2005-06-28 18:00:00,2005-06-30 00:00:00,6,1.25
               Bret,2011,60,995.0,49.13793103448276,0.0,105.0,0.0,2011-07-16 06:00:00,2011-07-23 06:00:00,29,7.0
               Bret,2017,45,1007.0,73.33333333333333,0.0,120.0,0.0,2017-06-18 18:00:00,2017-06-23 18:00:00,9,5.0
               Bret,2023,60,996.0,110.43478260869566,0.0,200.0,0.0,2023-06-19 06:00:00,2023-06-24 12:00:00,23,5.25
               Dean,2007,150,907.0,189.625,46.25,305.0,100.0,2007-08-13 06:00:00,2007-08-23 00:00:00,40,9.75
               Earl,2004,45,1009.0,45.0,0.0,90.0,0.0,2004-08-13 18:00:00,2004-08-15 18:00:00,9,2.0
               Earl,2010,125,927.0,238.0909090909091,44.90909090909091,400.0,130.0,2010-08-24 00:00:00,2010-09-06 00:00:00,55,13.0
               Earl,2016,75,979.0,123.5,3.0,180.0,20.0,2016-08-02 06:00:00,2016-08-06 23:00:00,20,4.708333333333333
               Earl,2022,95,948.0,262.5,28.365384615384617,720.0,160.0,2022-09-02 18:00:00,2022-09-15 12:00:00,52,12.75
               Elsa,2021,75,991.0,138.6046511627907,2.3255813953488373,230.0,20.0,2021-06-30 18:00:00,2021-07-10 06:00:00,43,9.5
               Erin,2007,50,995.0,12.619047619047619,0.0,75.0,0.0,2007-08-15 00:00:00,2007-08-19 18:00:00,21,4.75
               Erin,2013,40,1006.0,30.5,0.0,110.0,0.0,2013-08-15 00:00:00,2013-08-19 18:00:00,20,4.75
               Erin,2019,35,1002.0,34.285714285714285,0.0,100.0,0.0,2019-08-26 12:00:00,2019-08-29 18:00:00,14,3.25
               Five,2010,30,1007.0,0.0,0.0,0.0,0.0,2010-08-10 06:00:00,2010-08-18 00:00:00,32,7.75
               Four,2017,25,1009.0,0.0,0.0,0.0,0.0,2017-07-05 12:00:00,2017-07-07 12:00:00,9,2.0
               Fred,2009,105,958.0,55.625,9.583333333333334,180.0,50.0,2009-09-07 18:00:00,2009-09-19 12:00:00,48,11.75
               Fred,2015,75,986.0,70.3225806451613,3.7096774193548385,130.0,25.0,2015-08-30 00:00:00,2015-09-06 12:00:00,31,7.5
               Fred,2021,55,991.0,33.55555555555556,0.0,140.0,0.0,2021-08-09 18:00:00,2021-08-20 06:00:00,45,10.5
               Gert,2005,40,1005.0,50.0,0.0,150.0,0.0,2005-07-23 18:00:00,2005-07-25 18:00:00,9,2.0
               Gert,2011,55,1000.0,45.78947368421053,0.0,105.0,0.0,2011-08-13 06:00:00,2011-08-17 18:00:00,19,4.5
               Gert,2017,95,962.0,156.07142857142858,11.428571428571429,340.0,50.0,2017-08-12 00:00:00,2017-08-18 18:00:00,28,6.75
               Gert,2023,50,998.0,13.73134328358209,0.0,70.0,0.0,2023-08-19 00:00:00,2023-09-04 12:00:00,67,16.5
               Igor,2010,135,924.0,375.40983606557376,81.06557377049181,800.0,150.0,2010-09-08 06:00:00,2010-09-23 00:00:00,61,14.75
               Iota,2020,135,917.0,153.46153846153845,21.923076923076923,310.0,70.0,2020-11-12 12:00:00,2020-11-18 12:00:00,26,6.0
               Irma,2017,155,914.0,220.45454545454547,59.84848484848485,510.0,120.0,2017-08-30 00:00:00,2017-09-13 12:00:00,66,14.5
               Ivan,2004,145,910.0,166.25,52.32954545454545,425.0,170.0,2004-09-02 18:00:00,2004-09-24 20:00:00,88,22.083333333333332
               Jose,2005,45,1001.0,28.0,0.0,70.0,0.0,2005-08-22 12:00:00,2005-08-23 12:00:00,5,1.0
               Jose,2011,40,1006.0,23.46153846153846,0.0,45.0,0.0,2011-08-26 12:00:00,2011-08-29 12:00:00,13,3.0
               Jose,2017,135,938.0,192.7058823529412,25.529411764705884,380.0,90.0,2017-09-04 06:00:00,2017-09-25 06:00:00,85,21.0
               Jose,2023,55,996.0,22.5,0.0,60.0,0.0,2023-08-29 00:00:00,2023-09-01 18:00:00,16,3.75
               Karl,2004,125,938.0,372.7083333333333,58.75,675.0,150.0,2004-09-16 06:00:00,2004-09-28 00:00:00,48,11.75
               Karl,2010,110,956.0,73.4090909090909,9.090909090909092,160.0,35.0,2010-09-13 18:00:00,2010-09-18 06:00:00,22,4.5
               Karl,2016,60,980.0,107.22222222222223,0.0,240.0,0.0,2016-09-12 18:00:00,2016-09-26 00:00:00,54,13.25
               Karl,2022,50,997.0,73.33333333333333,0.0,210.0,0.0,2022-10-11 12:00:00,2022-10-15 18:00:00,18,4.25
               Kate,2015,75,980.0,271.5,9.5,860.0,40.0,2015-11-08 18:00:00,2015-11-13 12:00:00,20,4.75
               Kate,2021,40,1004.0,9.047619047619047,0.0,40.0,0.0,2021-08-27 12:00:00,2021-09-01 12:00:00,21,5.0
               Kirk,2012,90,970.0,90.45454545454545,8.181818181818182,120.0,30.0,2012-08-28 18:00:00,2012-09-03 00:00:00,22,5.25
               Kirk,2018,55,998.0,105.35714285714286,0.0,190.0,0.0,2018-09-22 06:00:00,2018-09-29 06:00:00,28,7.0
               Kirk,2024,130,928.0,335.7142857142857,39.642857142857146,560.0,170.0,2024-09-29 18:00:00,2024-10-10 00:00:00,42,10.25
               Kyle,2008,75,984.0,198.91304347826087,24.565217391304348,320.0,115.0,2008-09-25 00:00:00,2008-09-30 12:00:00,23,5.5
               Kyle,2020,45,1000.0,111.42857142857143,0.0,220.0,0.0,2020-08-14 12:00:00,2020-08-16 00:00:00,7,1.5
               Lisa,2004,65,987.0,120.81818181818181,0.7272727272727273,350.0,20.0,2004-09-19 18:00:00,2004-10-03 06:00:00,55,13.5
               Lisa,2010,75,982.0,40.0,1.5789473684210527,80.0,20.0,2010-09-20 00:00:00,2010-09-29 00:00:00,38,9.0
               Lisa,2016,45,999.0,71.66666666666667,0.0,170.0,0.0,2016-09-19 06:00:00,2016-09-26 12:00:00,30,7.25
               Lisa,2022,80,985.0,62.916666666666664,2.9166666666666665,120.0,30.0,2022-10-30 18:00:00,2022-11-05 06:00:00,24,5.5
               Nana,2008,35,1004.0,22.5,0.0,100.0,0.0,2008-10-12 06:00:00,2008-10-15 12:00:00,14,3.25
               Nana,2020,65,994.0,70.76923076923077,1.5384615384615385,100.0,10.0,2020-09-01 06:00:00,2020-09-04 06:00:00,13,3.0
               Nate,2005,80,979.0,230.3448275862069,14.827586206896552,400.0,100.0,2005-09-05 18:00:00,2005-09-12 18:00:00,29,7.0
               Nate,2011,65,994.0,115.43478260869566,3.4782608695652173,195.0,40.0,2011-09-06 18:00:00,2011-09-12 00:00:00,23,5.25
               Nate,2017,80,981.0,50.3125,4.84375,180.0,35.0,2017-10-03 12:00:00,2017-10-11 00:00:00,32,7.5
               Nine,2015,30,1006.0,0.0,0.0,0.0,0.0,2015-09-15 00:00:00,2015-09-19 12:00:00,19,4.5
               Noel,2007,75,965.0,266.0377358490566,24.71698113207547,820.0,220.0,2007-10-24 00:00:00,2007-11-06 00:00:00,53,13.0
               Olga,2007,50,1003.0,84.375,0.0,300.0,0.0,2007-12-10 12:00:00,2007-12-16 06:00:00,24,5.75
               Olga,2019,45,992.0,72.0,0.0,140.0,0.0,2019-10-25 12:00:00,2019-10-27 18:00:00,10,2.25
               Omar,2008,115,958.0,95.9375,14.53125,195.0,50.0,2008-10-13 06:00:00,2008-10-21 00:00:00,32,7.75
               Omar,2020,35,1003.0,15.555555555555555,0.0,70.0,0.0,2020-08-30 18:00:00,2020-09-06 06:00:00,27,6.5
               Otto,2004,45,995.0,211.53846153846155,0.0,660.0,0.0,2004-11-26 00:00:00,2004-12-05 12:00:00,39,9.5
               Otto,2010,75,976.0,148.08510638297872,4.787234042553192,390.0,40.0,2010-10-06 06:00:00,2010-10-17 18:00:00,47,11.5
               Otto,2016,100,975.0,52.89473684210526,4.473684210526316,100.0,30.0,2016-11-17 18:00:00,2016-11-26 12:00:00,38,8.75
               Rene,2020,40,1001.0,29.6875,0.0,80.0,0.0,2020-09-06 18:00:00,2020-09-14 12:00:00,32,7.75
               Rina,2011,100,966.0,85.3225806451613,11.612903225806452,180.0,45.0,2011-10-22 00:00:00,2011-10-29 06:00:00,31,7.25
               Rina,2017,50,991.0,109.52380952380952,0.0,380.0,0.0,2017-11-04 12:00:00,2017-11-09 12:00:00,21,5.0
               Rina,2023,45,999.0,80.625,0.0,190.0,0.0,2023-09-28 06:00:00,2023-10-02 00:00:00,16,3.75
               Rita,2005,155,897.0,172.7941176470588,48.529411764705884,310.0,150.0,2005-09-18 00:00:00,2005-09-26 06:00:00,34,8.25
               Rose,2021,50,1004.0,35.0,0.0,120.0,0.0,2021-09-19 00:00:00,2021-09-24 06:00:00,22,5.25
               Sara,2024,45,997.0,76.0,0.0,120.0,0.0,2024-11-13 18:00:00,2024-11-18 00:00:00,20,4.25
               Sean,2011,55,982.0,320.5357142857143,0.0,450.0,0.0,2011-11-06 00:00:00,2011-11-12 18:00:00,28,6.75
               Sean,2023,40,1005.0,29.6,0.0,80.0,0.0,2023-10-10 18:00:00,2023-10-16 18:00:00,25,6.0
               Stan,2005,70,977.0,72.5,3.75,165.0,30.0,2005-10-01 12:00:00,2005-10-05 06:00:00,16,3.75
               Tony,2012,45,1000.0,41.0,0.0,130.0,0.0,2012-10-21 18:00:00,2012-10-26 12:00:00,20,4.75
               Zeta,2005,50,997.0,186.25,0.0,250.0,0.0,2005-12-30 00:00:00,2005-12-31 18:00:00,8,1.75
               Zeta,2006,55,994.0,116.25,0.0,200.0,0.0,2006-01-01 00:00:00,2006-01-07 18:00:00,28,6.75
               Zeta,2020,100,970.0,161.2,13.0,450.0,40.0,2020-10-24 12:00:00,2020-10-30 00:00:00,25,5.5
              Alpha,2005,45,998.0,17.5,0.0,65.0,0.0,2005-10-22 12:00:00,2005-10-24 18:00:00,10,2.25
              Barry,2007,50,990.0,114.58333333333333,0.0,300.0,0.0,2007-05-31 00:00:00,2007-06-05 12:00:00,24,5.5
              Barry,2013,40,1003.0,22.608695652173914,0.0,100.0,0.0,2013-06-16 00:00:00,2013-06-21 00:00:00,23,5.0
              Barry,2019,65,993.0,115.2,3.2,220.0,40.0,2019-07-10 12:00:00,2019-07-16 06:00:00,25,5.75
              Beryl,2006,50,1000.0,147.35294117647058,0.0,350.0,0.0,2006-07-18 12:00:00,2006-07-22 12:00:00,17,4.0
              Beryl,2012,60,992.0,107.57575757575758,0.0,200.0,0.0,2012-05-25 12:00:00,2012-06-02 00:00:00,33,7.5
              Beryl,2018,70,991.0,27.307692307692307,0.9615384615384616,80.0,10.0,2018-07-04 12:00:00,2018-07-17 06:00:00,52,12.75
              Beryl,2024,145,932.0,125.43859649122807,24.56140350877193,220.0,60.0,2024-06-28 12:00:00,2024-07-11 12:00:00,57,13.0
              Chris,2006,55,1001.0,26.956521739130434,0.0,90.0,0.0,2006-08-01 00:00:00,2006-08-06 12:00:00,23,5.5
              Chris,2012,75,974.0,76.7741935483871,2.5806451612903225,130.0,30.0,2012-06-17 00:00:00,2012-06-24 12:00:00,31,7.5
              Chris,2018,90,969.0,132.4,6.5,360.0,65.0,2018-07-05 06:00:00,2018-07-17 12:00:00,50,12.25
              Chris,2024,40,1005.0,30.0,0.0,60.0,0.0,2024-06-30 18:00:00,2024-07-02 06:00:00,4,1.5
              Cindy,2005,65,992.0,22.03125,0.625,150.0,20.0,2005-07-03 18:00:00,2005-07-11 06:00:00,32,7.5
              Cindy,2011,60,994.0,113.46153846153847,0.0,135.0,0.0,2011-07-20 06:00:00,2011-07-23 06:00:00,13,3.0
              Cindy,2017,50,991.0,129.0,0.0,290.0,0.0,2017-06-19 18:00:00,2017-06-24 22:00:00,20,5.166666666666667
              Cindy,2023,50,1004.0,43.529411764705884,0.0,80.0,0.0,2023-06-22 00:00:00,2023-06-26 00:00:00,17,4.0
              Colin,2010,50,1005.0,73.2,0.0,150.0,0.0,2010-08-02 12:00:00,2010-08-08 06:00:00,25,5.75
              Colin,2016,50,987.0,210.0,0.0,360.0,0.0,2016-06-05 12:00:00,2016-06-08 18:00:00,15,3.25
              Colin,2022,35,1011.0,41.666666666666664,0.0,70.0,0.0,2022-07-01 18:00:00,2022-07-02 18:00:00,6,1.0
              Danny,2009,50,1006.0,218.75,0.0,285.0,0.0,2009-08-26 12:00:00,2009-08-29 18:00:00,12,3.25
              Danny,2015,110,960.0,56.12903225806452,6.935483870967742,80.0,25.0,2015-08-17 00:00:00,2015-08-24 12:00:00,31,7.5
              Danny,2021,40,1009.0,31.428571428571427,0.0,70.0,0.0,2021-06-27 18:00:00,2021-06-29 00:00:00,7,1.25
              Debby,2006,45,999.0,36.53846153846154,0.0,90.0,0.0,2006-08-21 18:00:00,2006-08-28 00:00:00,26,6.25
              Debby,2012,55,990.0,201.11111111111111,0.0,310.0,0.0,2012-06-23 12:00:00,2012-06-27 12:00:00,18,4.0
              Debby,2018,45,998.0,49.6875,0.0,140.0,0.0,2018-08-02 18:00:00,2018-08-10 12:00:00,32,7.75
              Debby,2024,70,979.0,124.28571428571429,4.0,240.0,40.0,2024-08-02 12:00:00,2024-08-10 18:00:00,35,8.25
              Delta,2005,60,980.0,240.71428571428572,0.0,500.0,0.0,2005-11-19 12:00:00,2005-11-29 18:00:00,42,10.25
              Delta,2020,120,953.0,136.4516129032258,27.258064516129032,250.0,60.0,2020-10-04 18:00:00,2020-10-11 18:00:00,31,7.0
              Dolly,2008,85,963.0,152.09677419354838,10.96774193548387,300.0,50.0,2008-07-20 12:00:00,2008-07-27 00:00:00,31,6.5
              Dolly,2014,45,1000.0,66.92307692307692,0.0,120.0,0.0,2014-09-01 12:00:00,2014-09-04 16:00:00,13,3.1666666666666665
              Dolly,2020,40,1000.0,20.0,0.0,60.0,0.0,2020-06-22 06:00:00,2020-06-25 00:00:00,12,2.75
              Eight,2009,30,1008.0,0.0,0.0,0.0,0.0,2009-09-25 06:00:00,2009-09-26 18:00:00,7,1.5
              Eight,2013,30,1008.0,0.0,0.0,0.0,0.0,2013-09-06 12:00:00,2013-09-07 06:00:00,4,0.75
              Eight,2016,30,1010.0,0.0,0.0,0.0,0.0,2016-08-27 00:00:00,2016-09-01 00:00:00,21,5.0
              Emily,2005,140,929.0,147.4418604651163,35.69767441860465,235.0,85.0,2005-07-11 00:00:00,2005-07-21 12:00:00,43,10.5
              Emily,2011,45,1003.0,50.0,0.0,135.0,0.0,2011-08-02 00:00:00,2011-08-07 18:00:00,24,5.75
              Emily,2017,50,1001.0,23.636363636363637,0.0,60.0,0.0,2017-07-30 18:00:00,2017-08-02 00:00:00,11,2.25
              Emily,2023,45,998.0,52.142857142857146,0.0,180.0,0.0,2023-08-18 12:00:00,2023-08-25 06:00:00,28,6.75
              Erika,2009,45,1004.0,110.0,0.0,200.0,0.0,2009-09-01 18:00:00,2009-09-04 06:00:00,11,2.5
              Erika,2015,45,1001.0,96.25,0.0,140.0,0.0,2015-08-24 18:00:00,2015-08-28 12:00:00,16,3.75
              Felix,2007,150,930.0,82.3076923076923,19.03846153846154,175.0,60.0,2007-08-31 12:00:00,2007-09-06 18:00:00,26,6.25
              Fiona,2010,55,998.0,80.625,0.0,180.0,0.0,2010-08-30 00:00:00,2010-09-04 18:00:00,24,5.75
              Fiona,2016,45,1004.0,29.35483870967742,0.0,80.0,0.0,2016-08-16 18:00:00,2016-08-24 06:00:00,31,7.5
              Fiona,2022,120,931.0,289.344262295082,44.75409836065574,750.0,240.0,2022-09-14 06:00:00,2022-09-28 08:00:00,61,14.083333333333334
              Gamma,2005,45,1002.0,21.060606060606062,0.0,90.0,0.0,2005-11-14 00:00:00,2005-11-22 00:00:00,33,8.0
              Gamma,2020,65,978.0,78.57142857142857,0.7142857142857143,210.0,15.0,2020-10-02 00:00:00,2020-10-07 06:00:00,21,5.25
              Grace,2009,55,986.0,91.62162162162163,0.0,360.0,0.0,2009-09-27 18:00:00,2009-10-06 18:00:00,37,9.0
              Grace,2015,50,1000.0,38.8235294117647,0.0,80.0,0.0,2015-09-05 06:00:00,2015-09-09 06:00:00,17,4.0
              Grace,2021,105,967.0,97.89473684210526,10.657894736842104,230.0,60.0,2021-08-13 06:00:00,2021-08-23 05:00:00,38,9.958333333333334
              Hanna,2008,75,977.0,241.22448979591837,2.857142857142857,430.0,60.0,2008-08-28 00:00:00,2008-09-08 22:00:00,49,11.916666666666666
              Hanna,2014,35,1000.0,5.675675675675675,0.0,70.0,0.0,2014-10-21 00:00:00,2014-10-29 18:00:00,37,8.75
              Hanna,2020,80,973.0,86.11111111111111,10.0,180.0,45.0,2020-07-23 00:00:00,2020-07-26 18:00:00,18,3.75
              Henri,2009,45,1005.0,21.52173913043478,0.0,90.0,0.0,2009-10-06 00:00:00,2009-10-11 12:00:00,23,5.5
              Henri,2015,45,1003.0,96.92307692307692,0.0,150.0,0.0,2015-09-08 06:00:00,2015-09-11 06:00:00,13,3.0
              Henri,2021,65,986.0,81.9047619047619,3.3333333333333335,200.0,40.0,2021-08-15 00:00:00,2021-08-24 18:00:00,42,9.75
              Irene,2005,90,970.0,88.03571428571429,7.767857142857143,420.0,40.0,2005-08-04 18:00:00,2005-08-18 12:00:00,56,13.75
              Irene,2011,105,942.0,324.87179487179486,55.38461538461539,720.0,130.0,2011-08-21 00:00:00,2011-08-31 21:00:00,39,10.875
              Isaac,2006,75,985.0,178.75,14.583333333333334,300.0,60.0,2006-09-27 18:00:00,2006-10-03 12:00:00,24,5.75
              Isaac,2012,70,965.0,196.66666666666666,7.647058823529412,350.0,60.0,2012-08-20 12:00:00,2012-09-01 08:00:00,51,11.833333333333334
              Isaac,2018,65,995.0,82.58064516129032,1.2903225806451613,250.0,10.0,2018-09-07 12:00:00,2018-09-15 00:00:00,31,7.5
              Isaac,2024,90,963.0,230.85714285714286,10.0,350.0,60.0,2024-09-24 12:00:00,2024-10-03 00:00:00,35,8.5
              Jerry,2007,35,1003.0,106.875,0.0,165.0,0.0,2007-09-23 00:00:00,2007-09-24 18:00:00,8,1.75
              Jerry,2013,45,1005.0,46.36363636363637,0.0,90.0,0.0,2013-09-28 00:00:00,2013-10-06 00:00:00,33,8.0
              Jerry,2019,90,976.0,92.88888888888889,2.888888888888889,230.0,30.0,2019-09-17 00:00:00,2019-09-28 00:00:00,45,11.0
              Joyce,2012,35,1006.0,25.0,0.0,180.0,0.0,2012-08-21 18:00:00,2012-08-24 12:00:00,12,2.75
              Joyce,2018,45,995.0,33.07692307692308,0.0,210.0,0.0,2018-09-12 00:00:00,2018-09-21 12:00:00,39,9.5
              Joyce,2024,45,1001.0,62.666666666666664,0.0,120.0,0.0,2024-09-27 06:00:00,2024-09-30 18:00:00,15,3.5
              Julia,2010,120,948.0,142.05882352941177,13.137254901960784,315.0,50.0,2010-09-12 06:00:00,2010-09-24 18:00:00,51,12.5
              Julia,2016,45,1007.0,28.484848484848484,0.0,100.0,0.0,2016-09-13 06:00:00,2016-09-21 06:00:00,33,8.0
              Julia,2022,75,982.0,73.80952380952381,5.714285714285714,170.0,30.0,2022-10-06 12:00:00,2022-10-11 23:00:00,21,5.458333333333333
              Karen,2007,65,988.0,138.94736842105263,5.0,300.0,50.0,2007-09-25 00:00:00,2007-09-29 12:00:00,19,4.5
              Karen,2013,55,998.0,108.57142857142857,0.0,170.0,0.0,2013-10-03 06:00:00,2013-10-06 06:00:00,14,3.0
              Karen,2019,40,1003.0,54.8,0.0,110.0,0.0,2019-09-22 00:00:00,2019-09-27 12:00:00,25,5.5
              Katia,2011,120,942.0,257.890625,53.046875,470.0,130.0,2011-08-28 00:00:00,2011-09-12 18:00:00,64,15.75
              Katia,2017,90,972.0,68.88888888888889,13.61111111111111,110.0,35.0,2017-09-05 12:00:00,2017-09-10 06:00:00,18,4.75
              Katia,2023,50,998.0,10.447761194029852,0.0,150.0,0.0,2023-08-30 00:00:00,2023-09-15 12:00:00,67,16.5
              Larry,2021,110,953.0,274.3478260869565,66.52173913043478,450.0,120.0,2021-08-31 18:00:00,2021-09-12 09:00:00,46,11.625
              Laura,2008,70,990.0,482.94117647058823,19.41176470588235,600.0,180.0,2008-09-26 00:00:00,2008-10-04 06:00:00,34,8.25
              Laura,2020,130,937.0,133.8095238095238,15.476190476190476,260.0,90.0,2020-08-20 00:00:00,2020-08-29 06:00:00,42,9.25
              Marco,2008,55,998.0,15.0,0.0,30.0,0.0,2008-10-06 00:00:00,2008-10-07 18:00:00,8,1.75
              Marco,2020,65,991.0,56.19047619047619,1.4285714285714286,130.0,15.0,2020-08-20 18:00:00,2020-08-25 18:00:00,21,5.0
              Maria,2005,100,962.0,320.3921568627451,48.72549019607843,800.0,250.0,2005-09-01 12:00:00,2005-09-14 00:00:00,51,12.5
              Maria,2011,70,983.0,177.38095238095238,4.285714285714286,360.0,60.0,2011-09-06 18:00:00,2011-09-16 18:00:00,42,10.0
              Maria,2017,150,908.0,274.2647058823529,53.75,400.0,180.0,2017-09-16 12:00:00,2017-10-02 12:00:00,68,16.0
              Mindy,2021,50,1000.0,15.0,0.0,40.0,0.0,2021-09-08 18:00:00,2021-09-10 18:00:00,10,2.0
              Nigel,2023,85,958.0,374.5652173913044,25.434782608695652,990.0,100.0,2023-09-15 06:00:00,2023-09-26 12:00:00,46,11.25
              Oscar,2012,45,994.0,101.53846153846153,0.0,180.0,0.0,2012-10-02 12:00:00,2012-10-05 12:00:00,13,3.0
              Oscar,2018,95,952.0,488.3333333333333,36.25,1440.0,180.0,2018-10-26 18:00:00,2018-11-04 12:00:00,36,8.75
              Oscar,2024,75,984.0,74.70588235294117,5.588235294117647,110.0,15.0,2024-10-19 00:00:00,2024-10-22 12:00:00,17,3.5
              Pablo,2019,70,977.0,92.72727272727273,0.9090909090909091,390.0,10.0,2019-10-23 18:00:00,2019-10-29 00:00:00,22,5.25
              Patty,2012,40,1005.0,42.72727272727273,0.0,80.0,0.0,2012-10-10 18:00:00,2012-10-13 06:00:00,11,2.5
              Patty,2024,55,977.0,151.33333333333334,0.0,180.0,0.0,2024-10-31 18:00:00,2024-11-04 06:00:00,15,3.5
              Paula,2010,90,981.0,71.19047619047619,11.428571428571429,95.0,35.0,2010-10-11 00:00:00,2010-10-15 18:00:00,21,4.75
              Peter,2021,45,1005.0,74.375,0.0,150.0,0.0,2021-09-19 00:00:00,2021-09-22 18:00:00,16,3.75
              Sally,2020,95,965.0,116.07142857142857,15.714285714285714,210.0,55.0,2020-09-11 18:00:00,2020-09-19 22:00:00,28,8.166666666666666
              Sandy,2012,100,940.0,478.22222222222223,66.33333333333333,990.0,300.0,2012-10-21 18:00:00,2012-10-31 12:00:00,45,9.75
